,video,method,scenario,name,value
3282,52,kim,fixed,lpips,5
3283,52,kim,removal,lpips,4
3284,52,kim,synth,lpips,8
3285,52,newson,fixed,psnr,2
3286,52,newson,removal,psnr,7
3287,52,newson,synth,psnr,4
3288,52,newson,fixed,ssim,2
3289,52,newson,removal,ssim,3
3290,52,newson,synth,ssim,3
3291,52,newson,fixed,lpips,4
3292,52,newson,removal,lpips,4
3293,52,newson,synth,lpips,6
3294,52,xu,fixed,psnr,8
3295,52,xu,removal,psnr,4
3296,52,xu,synth,psnr,1
3297,52,xu,fixed,ssim,4
3298,52,xu,removal,ssim,2
3299,52,xu,synth,ssim,1
3300,52,xu,fixed,lpips,3
3301,52,xu,removal,lpips,3
3302,52,xu,synth,lpips,7
3303,52,lee,fixed,psnr,4
3304,52,lee,removal,psnr,1
3305,52,lee,synth,psnr,9
3306,52,lee,fixed,ssim,2
3307,52,lee,removal,ssim,1
3308,52,lee,synth,ssim,6
3309,52,lee,fixed,lpips,1
3310,52,lee,removal,lpips,4
3311,52,lee,synth,lpips,4
3312,52,huang,fixed,psnr,1
3313,52,huang,removal,psnr,0
3314,52,huang,synth,psnr,6
3315,52,huang,fixed,ssim,0
3316,52,huang,removal,ssim,1
3317,52,huang,synth,ssim,1
3318,52,huang,fixed,lpips,0
3319,52,huang,removal,lpips,0
3320,52,huang,synth,lpips,2
3321,52,oh,fixed,psnr,7
3322,52,oh,removal,psnr,9
3323,52,oh,synth,psnr,9
3324,52,oh,fixed,ssim,0
3325,52,oh,removal,ssim,5
3326,52,oh,synth,ssim,3
3327,52,oh,fixed,lpips,8
3328,52,oh,removal,lpips,4
3329,52,oh,synth,lpips,0
3330,52,ours,fixed,psnr,6
3331,52,ours,removal,psnr,6
3332,52,ours,synth,psnr,7
3333,52,ours,fixed,ssim,1
3334,52,ours,removal,ssim,2
3335,52,ours,synth,ssim,1
3336,52,ours,fixed,lpips,3
3337,52,ours,removal,lpips,1
3338,52,ours,synth,lpips,9
3339,53,kim,fixed,psnr,8
3340,53,kim,removal,psnr,2
3341,53,kim,synth,psnr,5
3342,53,kim,fixed,ssim,8
3343,53,kim,removal,ssim,3
3344,53,kim,synth,ssim,7
3345,53,kim,fixed,lpips,1
3346,53,kim,removal,lpips,2
3347,53,kim,synth,lpips,3
3348,53,newson,fixed,psnr,5
3349,53,newson,removal,psnr,0
3350,53,newson,synth,psnr,1
3351,53,newson,fixed,ssim,7
3352,53,newson,removal,ssim,4
3353,53,newson,synth,ssim,2
3354,53,newson,fixed,lpips,7
3355,53,newson,removal,lpips,7
3356,53,newson,synth,lpips,9
3357,53,xu,fixed,psnr,1
3358,53,xu,removal,psnr,8
3359,53,xu,synth,psnr,3
3360,53,xu,fixed,ssim,3
3361,53,xu,removal,ssim,5
3362,53,xu,synth,ssim,7
3363,53,xu,fixed,lpips,2
3364,53,xu,removal,lpips,8
3365,53,xu,synth,lpips,9
3366,53,lee,fixed,psnr,3
3367,53,lee,removal,psnr,1
3368,53,lee,synth,psnr,0
3369,53,lee,fixed,ssim,4
3370,53,lee,removal,ssim,6
3371,53,lee,synth,ssim,0
3372,53,lee,fixed,lpips,0
3373,53,lee,removal,lpips,1
3374,53,lee,synth,lpips,9
3375,53,huang,fixed,psnr,4
3376,53,huang,removal,psnr,4
3377,53,huang,synth,psnr,1
3378,53,huang,fixed,ssim,4
3379,53,huang,removal,ssim,7
3380,53,huang,synth,ssim,7
3381,53,huang,fixed,lpips,1
3382,53,huang,removal,lpips,9
3383,53,huang,synth,lpips,2
3384,53,oh,fixed,psnr,2
3385,53,oh,removal,psnr,5
3386,53,oh,synth,psnr,7
3387,53,oh,fixed,ssim,7
3388,53,oh,removal,ssim,0
3389,53,oh,synth,ssim,8
3390,53,oh,fixed,lpips,2
3391,53,oh,removal,lpips,5
3392,53,oh,synth,lpips,1
3393,53,ours,fixed,psnr,7
3394,53,ours,removal,psnr,5
3395,53,ours,synth,psnr,5
3396,53,ours,fixed,ssim,7
3397,53,ours,removal,ssim,2
3398,53,ours,synth,ssim,5
3399,53,ours,fixed,lpips,2
3400,53,ours,removal,lpips,8
3401,53,ours,synth,lpips,0
3402,54,kim,fixed,psnr,2
3403,54,kim,removal,psnr,4
3404,54,kim,synth,psnr,5
3405,54,kim,fixed,ssim,4
3406,54,kim,removal,ssim,1
3407,54,kim,synth,ssim,8
3408,54,kim,fixed,lpips,5
3409,54,kim,removal,lpips,5
3410,54,kim,synth,lpips,9
3411,54,newson,fixed,psnr,7
3412,54,newson,removal,psnr,6
3413,54,newson,synth,psnr,4
3414,54,newson,fixed,ssim,1
3415,54,newson,removal,ssim,2
3416,54,newson,synth,ssim,2
3417,54,newson,fixed,lpips,6
3418,54,newson,removal,lpips,8
3419,54,newson,synth,lpips,8
3420,54,xu,fixed,psnr,7
3421,54,xu,removal,psnr,2
3422,54,xu,synth,psnr,9
3423,54,xu,fixed,ssim,1
3424,54,xu,removal,ssim,4
3425,54,xu,synth,ssim,7
3426,54,xu,fixed,lpips,2
3427,54,xu,removal,lpips,2
3428,54,xu,synth,lpips,2
3429,54,lee,fixed,psnr,7
3430,54,lee,removal,psnr,7
3431,54,lee,synth,psnr,3
3432,54,lee,fixed,ssim,4
3433,54,lee,removal,ssim,0
3434,54,lee,synth,ssim,2
3435,54,lee,fixed,lpips,8
3436,54,lee,removal,lpips,9
3437,54,lee,synth,lpips,8
3438,54,huang,fixed,psnr,9
3439,54,huang,removal,psnr,7
3440,54,huang,synth,psnr,8
3441,54,huang,fixed,ssim,0
3442,54,huang,removal,ssim,3
3443,54,huang,synth,ssim,6
3444,54,huang,fixed,lpips,6
3445,54,huang,removal,lpips,5
3446,54,huang,synth,lpips,3
3447,54,oh,fixed,psnr,6
3448,54,oh,removal,psnr,5
3449,54,oh,synth,psnr,4
3450,54,oh,fixed,ssim,0
3451,54,oh,removal,ssim,1
3452,54,oh,synth,ssim,0
3453,54,oh,fixed,lpips,9
3454,54,oh,removal,lpips,6
3455,54,oh,synth,lpips,3
3456,54,ours,fixed,psnr,5
3457,54,ours,removal,psnr,1
3458,54,ours,synth,psnr,5
3459,54,ours,fixed,ssim,1
3460,54,ours,removal,ssim,0
3461,54,ours,synth,ssim,7
3462,54,ours,fixed,lpips,2
3463,54,ours,removal,lpips,4
3464,54,ours,synth,lpips,3
3465,55,kim,fixed,psnr,3
3466,55,kim,removal,psnr,4
3467,55,kim,synth,psnr,5
3468,55,kim,fixed,ssim,4
3469,55,kim,removal,ssim,9
3470,55,kim,synth,ssim,1
3471,55,kim,fixed,lpips,3
3472,55,kim,removal,lpips,4
3473,55,kim,synth,lpips,5
3474,55,newson,fixed,psnr,6
3475,55,newson,removal,psnr,4
3476,55,newson,synth,psnr,6
3477,55,newson,fixed,ssim,4
3478,55,newson,removal,ssim,6
3479,55,newson,synth,ssim,8
3480,55,newson,fixed,lpips,2
3481,55,newson,removal,lpips,6
3482,55,newson,synth,lpips,1
3483,55,xu,fixed,psnr,0
3484,55,xu,removal,psnr,3
3485,55,xu,synth,psnr,6
3486,55,xu,fixed,ssim,8
3487,55,xu,removal,ssim,8
3488,55,xu,synth,ssim,2
3489,55,xu,fixed,lpips,7
3490,55,xu,removal,lpips,5
3491,55,xu,synth,lpips,9
3492,55,lee,fixed,psnr,2
3493,55,lee,removal,psnr,8
3494,55,lee,synth,psnr,2
3495,55,lee,fixed,ssim,0
3496,55,lee,removal,ssim,1
3497,55,lee,synth,ssim,7
3498,55,lee,fixed,lpips,1
3499,55,lee,removal,lpips,2
3500,55,lee,synth,lpips,1
3501,55,huang,fixed,psnr,6
3502,55,huang,removal,psnr,9
3503,55,huang,synth,psnr,9
3504,55,huang,fixed,ssim,8
3505,55,huang,removal,ssim,0
3506,55,huang,synth,ssim,4
3507,55,huang,fixed,lpips,0
3508,55,huang,removal,lpips,1
3509,55,huang,synth,lpips,0
3510,55,oh,fixed,psnr,5
3511,55,oh,removal,psnr,3
3512,55,oh,synth,psnr,4
3513,55,oh,fixed,ssim,8
3514,55,oh,removal,ssim,8
3515,55,oh,synth,ssim,2
3516,55,oh,fixed,lpips,8
3517,55,oh,removal,lpips,3
3518,55,oh,synth,lpips,5
3519,55,ours,fixed,psnr,3
3520,55,ours,removal,psnr,0
3521,55,ours,synth,psnr,7
3522,55,ours,fixed,ssim,1
3523,55,ours,removal,ssim,3
3524,55,ours,synth,ssim,5
3525,55,ours,fixed,lpips,1
3526,55,ours,removal,lpips,2
3527,55,ours,synth,lpips,1
3528,56,kim,fixed,psnr,9
3529,56,kim,removal,psnr,7
3530,56,kim,synth,psnr,6
3531,56,kim,fixed,ssim,2
3532,56,kim,removal,ssim,6
3533,56,kim,synth,ssim,6
3534,56,kim,fixed,lpips,8
3535,56,kim,removal,lpips,1
3536,56,kim,synth,lpips,9
3537,56,newson,fixed,psnr,3
3538,56,newson,removal,psnr,4
3539,56,newson,synth,psnr,4
3540,56,newson,fixed,ssim,2
3541,56,newson,removal,ssim,1
3542,56,newson,synth,ssim,4
3543,56,newson,fixed,lpips,5
3544,56,newson,removal,lpips,6
3545,56,newson,synth,lpips,7
3546,56,xu,fixed,psnr,0
3547,56,xu,removal,psnr,1
3548,56,xu,synth,psnr,4
3549,56,xu,fixed,ssim,8
3550,56,xu,removal,ssim,0
3551,56,xu,synth,ssim,1
3552,56,xu,fixed,lpips,0
3553,56,xu,removal,lpips,0
3554,56,xu,synth,lpips,5
3555,56,lee,fixed,psnr,4
3556,56,lee,removal,psnr,5
3557,56,lee,synth,psnr,4
3558,56,lee,fixed,ssim,2
3559,56,lee,removal,ssim,8
3560,56,lee,synth,ssim,4
3561,56,lee,fixed,lpips,4
3562,56,lee,removal,lpips,7
3563,56,lee,synth,lpips,7
3564,56,huang,fixed,psnr,4
3565,56,huang,removal,psnr,2
3566,56,huang,synth,psnr,1
3567,56,huang,fixed,ssim,8
3568,56,huang,removal,ssim,4
3569,56,huang,synth,ssim,7
3570,56,huang,fixed,lpips,6
3571,56,huang,removal,lpips,3
3572,56,huang,synth,lpips,4
3573,56,oh,fixed,psnr,8
3574,56,oh,removal,psnr,4
3575,56,oh,synth,psnr,4
3576,56,oh,fixed,ssim,0
3577,56,oh,removal,ssim,3
3578,56,oh,synth,ssim,5
3579,56,oh,fixed,lpips,0
3580,56,oh,removal,lpips,2
3581,56,oh,synth,lpips,2
3582,56,ours,fixed,psnr,9
3583,56,ours,removal,psnr,7
3584,56,ours,synth,psnr,5
3585,56,ours,fixed,ssim,0
3586,56,ours,removal,ssim,6
3587,56,ours,synth,ssim,3
3588,56,ours,fixed,lpips,3
3589,56,ours,removal,lpips,9
3590,56,ours,synth,lpips,6
3591,57,kim,fixed,psnr,7
3592,57,kim,removal,psnr,3
3593,57,kim,synth,psnr,2
3594,57,kim,fixed,ssim,8
3595,57,kim,removal,ssim,0
3596,57,kim,synth,ssim,4
3597,57,kim,fixed,lpips,5
3598,57,kim,removal,lpips,9
3599,57,kim,synth,lpips,4
3600,57,newson,fixed,psnr,8
3601,57,newson,removal,psnr,1
3602,57,newson,synth,psnr,4
3603,57,newson,fixed,ssim,8
3604,57,newson,removal,ssim,6
3605,57,newson,synth,ssim,2
3606,57,newson,fixed,lpips,6
3607,57,newson,removal,lpips,6
3608,57,newson,synth,lpips,2
3609,57,xu,fixed,psnr,0
3610,57,xu,removal,psnr,0
3611,57,xu,synth,psnr,9
3612,57,xu,fixed,ssim,2
3613,57,xu,removal,ssim,2
3614,57,xu,synth,ssim,8
3615,57,xu,fixed,lpips,3
3616,57,xu,removal,lpips,1
3617,57,xu,synth,lpips,0
3618,57,lee,fixed,psnr,5
3619,57,lee,removal,psnr,2
3620,57,lee,synth,psnr,2
3621,57,lee,fixed,ssim,6
3622,57,lee,removal,ssim,9
3623,57,lee,synth,ssim,8
3624,57,lee,fixed,lpips,2
3625,57,lee,removal,lpips,4
3626,57,lee,synth,lpips,6
3627,57,huang,fixed,psnr,0
3628,57,huang,removal,psnr,7
3629,57,huang,synth,psnr,5
3630,57,huang,fixed,ssim,8
3631,57,huang,removal,ssim,6
3632,57,huang,synth,ssim,6
3633,57,huang,fixed,lpips,6
3634,57,huang,removal,lpips,0
3635,57,huang,synth,lpips,4
3636,57,oh,fixed,psnr,1
3637,57,oh,removal,psnr,1
3638,57,oh,synth,psnr,6
3639,57,oh,fixed,ssim,9
3640,57,oh,removal,ssim,0
3641,57,oh,synth,ssim,9
3642,57,oh,fixed,lpips,8
3643,57,oh,removal,lpips,8
3644,57,oh,synth,lpips,8
3645,57,ours,fixed,psnr,5
3646,57,ours,removal,psnr,7
3647,57,ours,synth,psnr,5
3648,57,ours,fixed,ssim,4
3649,57,ours,removal,ssim,8
3650,57,ours,synth,ssim,5
3651,57,ours,fixed,lpips,2
3652,57,ours,removal,lpips,9
3653,57,ours,synth,lpips,4
3654,58,kim,fixed,psnr,5
3655,58,kim,removal,psnr,4
3656,58,kim,synth,psnr,2
3657,58,kim,fixed,ssim,6
3658,58,kim,removal,ssim,3
3659,58,kim,synth,ssim,7
3660,58,kim,fixed,lpips,7
3661,58,kim,removal,lpips,6
3662,58,kim,synth,lpips,3
3663,58,newson,fixed,psnr,0
3664,58,newson,removal,psnr,0
3665,58,newson,synth,psnr,9
3666,58,newson,fixed,ssim,1
3667,58,newson,removal,ssim,0
3668,58,newson,synth,ssim,4
3669,58,newson,fixed,lpips,2
3670,58,newson,removal,lpips,7
3671,58,newson,synth,lpips,9
3672,58,xu,fixed,psnr,0
3673,58,xu,removal,psnr,2
3674,58,xu,synth,psnr,1
3675,58,xu,fixed,ssim,5
3676,58,xu,removal,ssim,6
3677,58,xu,synth,ssim,6
3678,58,xu,fixed,lpips,7
3679,58,xu,removal,lpips,5
3680,58,xu,synth,lpips,6
3681,58,lee,fixed,psnr,5
3682,58,lee,removal,psnr,2
3683,58,lee,synth,psnr,8
3684,58,lee,fixed,ssim,1
3685,58,lee,removal,ssim,7
3686,58,lee,synth,ssim,1
3687,58,lee,fixed,lpips,2
3688,58,lee,removal,lpips,3
3689,58,lee,synth,lpips,9
3690,58,huang,fixed,psnr,3
3691,58,huang,removal,psnr,3
3692,58,huang,synth,psnr,4
3693,58,huang,fixed,ssim,6
3694,58,huang,removal,ssim,7
3695,58,huang,synth,ssim,0
3696,58,huang,fixed,lpips,0
3697,58,huang,removal,lpips,2
3698,58,huang,synth,lpips,4
3699,58,oh,fixed,psnr,1
3700,58,oh,removal,psnr,9
3701,58,oh,synth,psnr,8
3702,58,oh,fixed,ssim,4
3703,58,oh,removal,ssim,3
3704,58,oh,synth,ssim,1
3705,58,oh,fixed,lpips,6
3706,58,oh,removal,lpips,3
3707,58,oh,synth,lpips,8
3708,58,ours,fixed,psnr,5
3709,58,ours,removal,psnr,7
3710,58,ours,synth,psnr,4
3711,58,ours,fixed,ssim,7
3712,58,ours,removal,ssim,8
3713,58,ours,synth,ssim,4
3714,58,ours,fixed,lpips,4
3715,58,ours,removal,lpips,4
3716,58,ours,synth,lpips,8
3717,59,kim,fixed,psnr,2
3718,59,kim,removal,psnr,5
3719,59,kim,synth,psnr,1
3720,59,kim,fixed,ssim,9
3721,59,kim,removal,ssim,5
3722,59,kim,synth,ssim,3
3723,59,kim,fixed,lpips,8
3724,59,kim,removal,lpips,2
3725,59,kim,synth,lpips,4
3726,59,newson,fixed,psnr,8
3727,59,newson,removal,psnr,1
3728,59,newson,synth,psnr,1
3729,59,newson,fixed,ssim,0
3730,59,newson,removal,ssim,9
3731,59,newson,synth,ssim,1
3732,59,newson,fixed,lpips,2
3733,59,newson,removal,lpips,0
3734,59,newson,synth,lpips,4
3735,59,xu,fixed,psnr,5
3736,59,xu,removal,psnr,8
3737,59,xu,synth,psnr,1
3738,59,xu,fixed,ssim,3
3739,59,xu,removal,ssim,7
3740,59,xu,synth,ssim,2
3741,59,xu,fixed,lpips,1
3742,59,xu,removal,lpips,9
3743,59,xu,synth,lpips,2
3744,59,lee,fixed,psnr,8
3745,59,lee,removal,psnr,9
3746,59,lee,synth,psnr,9
3747,59,lee,fixed,ssim,3
3748,59,lee,removal,ssim,9
3749,59,lee,synth,ssim,9
3750,59,lee,fixed,lpips,4
3751,59,lee,removal,lpips,2
3752,59,lee,synth,lpips,4
3753,59,huang,fixed,psnr,4
3754,59,huang,removal,psnr,0
3755,59,huang,synth,psnr,6
3756,59,huang,fixed,ssim,4
3757,59,huang,removal,ssim,4
3758,59,huang,synth,ssim,2
3759,59,huang,fixed,lpips,8
3760,59,huang,removal,lpips,6
3761,59,huang,synth,lpips,1
3762,59,oh,fixed,psnr,2
3763,59,oh,removal,psnr,2
3764,59,oh,synth,psnr,6
3765,59,oh,fixed,ssim,9
3766,59,oh,removal,ssim,9
3767,59,oh,synth,ssim,7
3768,59,oh,fixed,lpips,9
3769,59,oh,removal,lpips,0
3770,59,oh,synth,lpips,5
3771,59,ours,fixed,psnr,2
3772,59,ours,removal,psnr,6
3773,59,ours,synth,psnr,9
3774,59,ours,fixed,ssim,1
3775,59,ours,removal,ssim,1
3776,59,ours,synth,ssim,5
3777,59,ours,fixed,lpips,2
3778,59,ours,removal,lpips,4
3779,59,ours,synth,lpips,9
3780,60,kim,fixed,psnr,4
3781,60,kim,removal,psnr,7
3782,60,kim,synth,psnr,5
3783,60,kim,fixed,ssim,9
3784,60,kim,removal,ssim,2
3785,60,kim,synth,ssim,7
3786,60,kim,fixed,lpips,0
3787,60,kim,removal,lpips,9
3788,60,kim,synth,lpips,5
3789,60,newson,fixed,psnr,1
3790,60,newson,removal,psnr,9
3791,60,newson,synth,psnr,7
3792,60,newson,fixed,ssim,3
3793,60,newson,removal,ssim,6
3794,60,newson,synth,ssim,2
3795,60,newson,fixed,lpips,1
3796,60,newson,removal,lpips,5
3797,60,newson,synth,lpips,8
3798,60,xu,fixed,psnr,6
3799,60,xu,removal,psnr,4
3800,60,xu,synth,psnr,5
3801,60,xu,fixed,ssim,0
3802,60,xu,removal,ssim,3
3803,60,xu,synth,ssim,8
3804,60,xu,fixed,lpips,8
3805,60,xu,removal,lpips,0
3806,60,xu,synth,lpips,3
3807,60,lee,fixed,psnr,0
3808,60,lee,removal,psnr,9
3809,60,lee,synth,psnr,8
3810,60,lee,fixed,ssim,2
3811,60,lee,removal,ssim,0
3812,60,lee,synth,ssim,9
3813,60,lee,fixed,lpips,6
3814,60,lee,removal,lpips,8
3815,60,lee,synth,lpips,9
3816,60,huang,fixed,psnr,6
3817,60,huang,removal,psnr,5
3818,60,huang,synth,psnr,9
3819,60,huang,fixed,ssim,8
3820,60,huang,removal,ssim,3
3821,60,huang,synth,ssim,3
3822,60,huang,fixed,lpips,7
3823,60,huang,removal,lpips,4
3824,60,huang,synth,lpips,1
3825,60,oh,fixed,psnr,3
3826,60,oh,removal,psnr,4
3827,60,oh,synth,psnr,2
3828,60,oh,fixed,ssim,5
3829,60,oh,removal,ssim,1
3830,60,oh,synth,ssim,1
3831,60,oh,fixed,lpips,8
3832,60,oh,removal,lpips,4
3833,60,oh,synth,lpips,7
3834,60,ours,fixed,psnr,6
3835,60,ours,removal,psnr,9
3836,60,ours,synth,psnr,0
3837,60,ours,fixed,ssim,4
3838,60,ours,removal,ssim,1
3839,60,ours,synth,ssim,0
3840,60,ours,fixed,lpips,1
3841,60,ours,removal,lpips,6
3842,60,ours,synth,lpips,9
3843,61,kim,fixed,psnr,7
3844,61,kim,removal,psnr,9
3845,61,kim,synth,psnr,5
3846,61,kim,fixed,ssim,8
3847,61,kim,removal,ssim,4
3848,61,kim,synth,ssim,8
3849,61,kim,fixed,lpips,5
3850,61,kim,removal,lpips,8
3851,61,kim,synth,lpips,6
3852,61,newson,fixed,psnr,1
3853,61,newson,removal,psnr,1
3854,61,newson,synth,psnr,0
3855,61,newson,fixed,ssim,5
3856,61,newson,removal,ssim,3
3857,61,newson,synth,ssim,6
3858,61,newson,fixed,lpips,2
3859,61,newson,removal,lpips,9
3860,61,newson,synth,lpips,2
3861,61,xu,fixed,psnr,5
3862,61,xu,removal,psnr,1
3863,61,xu,synth,psnr,0
3864,61,xu,fixed,ssim,1
3865,61,xu,removal,ssim,7
3866,61,xu,synth,ssim,4
3867,61,xu,fixed,lpips,6
3868,61,xu,removal,lpips,1
3869,61,xu,synth,lpips,3
3870,61,lee,fixed,psnr,6
3871,61,lee,removal,psnr,3
3872,61,lee,synth,psnr,3
3873,61,lee,fixed,ssim,2
3874,61,lee,removal,ssim,5
3875,61,lee,synth,ssim,9
3876,61,lee,fixed,lpips,3
3877,61,lee,removal,lpips,8
3878,61,lee,synth,lpips,6
3879,61,huang,fixed,psnr,5
3880,61,huang,removal,psnr,4
3881,61,huang,synth,psnr,9
3882,61,huang,fixed,ssim,8
3883,61,huang,removal,ssim,1
3884,61,huang,synth,ssim,8
3885,61,huang,fixed,lpips,4
3886,61,huang,removal,lpips,4
3887,61,huang,synth,lpips,3
3888,61,oh,fixed,psnr,7
3889,61,oh,removal,psnr,9
3890,61,oh,synth,psnr,8
3891,61,oh,fixed,ssim,1
3892,61,oh,removal,ssim,7
3893,61,oh,synth,ssim,7
3894,61,oh,fixed,lpips,9
3895,61,oh,removal,lpips,2
3896,61,oh,synth,lpips,2
3897,61,ours,fixed,psnr,7
3898,61,ours,removal,psnr,1
3899,61,ours,synth,psnr,2
3900,61,ours,fixed,ssim,6
3901,61,ours,removal,ssim,2
3902,61,ours,synth,ssim,2
3903,61,ours,fixed,lpips,3
3904,61,ours,removal,lpips,1
3905,61,ours,synth,lpips,5
3906,62,kim,fixed,psnr,8
3907,62,kim,removal,psnr,0
3908,62,kim,synth,psnr,1
3909,62,kim,fixed,ssim,8
3910,62,kim,removal,ssim,9
3911,62,kim,synth,ssim,8
3912,62,kim,fixed,lpips,0
3913,62,kim,removal,lpips,6
3914,62,kim,synth,lpips,9
3915,62,newson,fixed,psnr,1
3916,62,newson,removal,psnr,8
3917,62,newson,synth,psnr,5
3918,62,newson,fixed,ssim,5
3919,62,newson,removal,ssim,5
3920,62,newson,synth,ssim,0
3921,62,newson,fixed,lpips,8
3922,62,newson,removal,lpips,6
3923,62,newson,synth,lpips,4
3924,62,xu,fixed,psnr,2
3925,62,xu,removal,psnr,5
3926,62,xu,synth,psnr,5
3927,62,xu,fixed,ssim,0
3928,62,xu,removal,ssim,5
3929,62,xu,synth,ssim,9
3930,62,xu,fixed,lpips,8
3931,62,xu,removal,lpips,6
3932,62,xu,synth,lpips,3
3933,62,lee,fixed,psnr,3
3934,62,lee,removal,psnr,3
3935,62,lee,synth,psnr,1
3936,62,lee,fixed,ssim,5
3937,62,lee,removal,ssim,0
3938,62,lee,synth,ssim,5
3939,62,lee,fixed,lpips,0
3940,62,lee,removal,lpips,1
3941,62,lee,synth,lpips,0
3942,62,huang,fixed,psnr,9
3943,62,huang,removal,psnr,1
3944,62,huang,synth,psnr,8
3945,62,huang,fixed,ssim,8
3946,62,huang,removal,ssim,0
3947,62,huang,synth,ssim,4
3948,62,huang,fixed,lpips,2
3949,62,huang,removal,lpips,2
3950,62,huang,synth,lpips,5
3951,62,oh,fixed,psnr,8
3952,62,oh,removal,psnr,0
3953,62,oh,synth,psnr,8
3954,62,oh,fixed,ssim,1
3955,62,oh,removal,ssim,5
3956,62,oh,synth,ssim,6
3957,62,oh,fixed,lpips,9
3958,62,oh,removal,lpips,4
3959,62,oh,synth,lpips,4
3960,62,ours,fixed,psnr,3
3961,62,ours,removal,psnr,5
3962,62,ours,synth,psnr,9
3963,62,ours,fixed,ssim,6
3964,62,ours,removal,ssim,2
3965,62,ours,synth,ssim,4
3966,62,ours,fixed,lpips,3
3967,62,ours,removal,lpips,0
3968,62,ours,synth,lpips,3
3969,63,kim,fixed,psnr,5
3970,63,kim,removal,psnr,4
3971,63,kim,synth,psnr,9
3972,63,kim,fixed,ssim,3
3973,63,kim,removal,ssim,5
3974,63,kim,synth,ssim,8
3975,63,kim,fixed,lpips,5
3976,63,kim,removal,lpips,5
3977,63,kim,synth,lpips,9
3978,63,newson,fixed,psnr,3
3979,63,newson,removal,psnr,4
3980,63,newson,synth,psnr,7
3981,63,newson,fixed,ssim,5
3982,63,newson,removal,ssim,9
3983,63,newson,synth,ssim,8
3984,63,newson,fixed,lpips,8
3985,63,newson,removal,lpips,7
3986,63,newson,synth,lpips,3
3987,63,xu,fixed,psnr,2
3988,63,xu,removal,psnr,9
3989,63,xu,synth,psnr,7
3990,63,xu,fixed,ssim,1
3991,63,xu,removal,ssim,9
3992,63,xu,synth,ssim,2
3993,63,xu,fixed,lpips,5
3994,63,xu,removal,lpips,0
3995,63,xu,synth,lpips,3
3996,63,lee,fixed,psnr,6
3997,63,lee,removal,psnr,4
3998,63,lee,synth,psnr,7
3999,63,lee,fixed,ssim,0
4000,63,lee,removal,ssim,7
4001,63,lee,synth,ssim,1
4002,63,lee,fixed,lpips,7
4003,63,lee,removal,lpips,9
4004,63,lee,synth,lpips,7
4005,63,huang,fixed,psnr,5
4006,63,huang,removal,psnr,4
4007,63,huang,synth,psnr,0
4008,63,huang,fixed,ssim,1
4009,63,huang,removal,ssim,6
4010,63,huang,synth,ssim,2
4011,63,huang,fixed,lpips,6
4012,63,huang,removal,lpips,0
4013,63,huang,synth,lpips,3
4014,63,oh,fixed,psnr,3
4015,63,oh,removal,psnr,5
4016,63,oh,synth,psnr,4
4017,63,oh,fixed,ssim,9
4018,63,oh,removal,ssim,9
4019,63,oh,synth,ssim,3
4020,63,oh,fixed,lpips,4
4021,63,oh,removal,lpips,5
4022,63,oh,synth,lpips,1
4023,63,ours,fixed,psnr,4
4024,63,ours,removal,psnr,6
4025,63,ours,synth,psnr,0
4026,63,ours,fixed,ssim,8
4027,63,ours,removal,ssim,9
4028,63,ours,synth,ssim,3
4029,63,ours,fixed,lpips,5
4030,63,ours,removal,lpips,2
4031,63,ours,synth,lpips,1
4032,64,kim,fixed,psnr,5
4033,64,kim,removal,psnr,2
4034,64,kim,synth,psnr,6
4035,64,kim,fixed,ssim,3
4036,64,kim,removal,ssim,9
4037,64,kim,synth,ssim,3
4038,64,kim,fixed,lpips,6
4039,64,kim,removal,lpips,1
4040,64,kim,synth,lpips,7
4041,64,newson,fixed,psnr,3
4042,64,newson,removal,psnr,7
4043,64,newson,synth,psnr,6
4044,64,newson,fixed,ssim,6
4045,64,newson,removal,ssim,5
4046,64,newson,synth,ssim,5
4047,64,newson,fixed,lpips,5
4048,64,newson,removal,lpips,9
4049,64,newson,synth,lpips,3
4050,64,xu,fixed,psnr,9
4051,64,xu,removal,psnr,3
4052,64,xu,synth,psnr,2
4053,64,xu,fixed,ssim,5
4054,64,xu,removal,ssim,8
4055,64,xu,synth,ssim,2
4056,64,xu,fixed,lpips,3
4057,64,xu,removal,lpips,2
4058,64,xu,synth,lpips,5
4059,64,lee,fixed,psnr,8
4060,64,lee,removal,psnr,6
4061,64,lee,synth,psnr,0
4062,64,lee,fixed,ssim,3
4063,64,lee,removal,ssim,3
4064,64,lee,synth,ssim,3
4065,64,lee,fixed,lpips,5
4066,64,lee,removal,lpips,9
4067,64,lee,synth,lpips,2
4068,64,huang,fixed,psnr,4
4069,64,huang,removal,psnr,3
4070,64,huang,synth,psnr,0
4071,64,huang,fixed,ssim,2
4072,64,huang,removal,ssim,0
4073,64,huang,synth,ssim,7
4074,64,huang,fixed,lpips,2
4075,64,huang,removal,lpips,8
4076,64,huang,synth,lpips,9
4077,64,oh,fixed,psnr,4
4078,64,oh,removal,psnr,8
4079,64,oh,synth,psnr,7
4080,64,oh,fixed,ssim,1
4081,64,oh,removal,ssim,6
4082,64,oh,synth,ssim,1
4083,64,oh,fixed,lpips,1
4084,64,oh,removal,lpips,7
4085,64,oh,synth,lpips,5
4086,64,ours,fixed,psnr,6
4087,64,ours,removal,psnr,0
